Company Name,Ticker,Zacks Industry Rank,Zacks Rank,VGM Score
"Quantum Corporation","QMCO","81","3","A"
"Qorvo, Inc.","QRVO","152","3","A"
"Restaurant Brands International Inc.","QSR","167","4","D"
"Quotient Limited","QTNT","69","2","F"
"Quanterix Corporation","QTRX","68","3","F"
"QTS Realty Trust, Inc.","QTS","80","3","C"
"Q2 Holdings, Inc.","QTWO","126","3","F"
"Qumu Corporation","QUMU","81","3","F"
"Quotient Technology Inc.","QUOT","56","3","F"
"Ryder System, Inc.","R","243","3","A"
"Ferrari N.V.","RACE","165","4","D"
"Rite Aid Corporation","RAD","195","4","B"
"Freightcar America, Inc.","RAIL","243","3","F"
"LiveRamp Holdings, Inc.","RAMP","75","3","C"
"Randstad Holding NV","RANJY","203","5","A"
"Ritchie Bros. Auctioneers Incorporated","RBA","81","3","D"
"RBB Bancorp","RBB","141","4","C"
"Ribbon Communications Inc.","RBBN","81","3","B"
"Regal Beloit Corporation","RBC","148","4","B"
"Reliant Bancorp, Inc.","RBNC","247","4","F"
"Royal Bank Scotland PLC The","RBS","165","3","D"
"Ready Capital Corp","RC","203","5","F"
"Avita Medical Ltd.","RCEL","177","1","F"
"Rogers Communication, Inc.","RCI","126","4","C"
"RentACenter, Inc.","RCII","212","4","A"
"Rocky Brands, Inc.","RCKY","235","5","A"
"Royal Caribbean Cruises Ltd.","RCL","121","3","D"
"R1 RCM Inc.","RCM","152","3","C"
"RCM Technologies, Inc.","RCMT","203","3","C"
"Recruit Holdings Co., Ltd.","RCRRF","152","3","C"
"Radcom Ltd.","RDCM","56","3","F"
"Redfin Corporation","RDFN","139","3","F"
"Radian Group Inc.","RDN","141","4","C"
"RadNet, Inc.","RDNT","79","4","B"
"Royal Dutch Shell PLC","RDS.A","148","3","B"
"Koninklijke DSM NV","RDSMY","192","4","A"
"Radware Ltd.","RDWR","59","3","C"
"Everest Re Group, Ltd.","RE","141","4","B"
"Reeds, Inc.","REED","121","1","C"
"Regency Centers Corporation","REG","181","3","F"
"REMY COINTREAU","REMYY","167","4","D"
"Repsol SA","REPYY","148","3","A"
"RPC, Inc.","RES","78","2","B"
"Resonant Inc.","RESN","152","3","F"
"Revlon, Inc.","REV","163","3","C"
"REV Group, Inc.","REVG","206","3","C"
"Rexford Industrial Realty, Inc.","REXR","80","3","D"
"Resideo Technologies, Inc.","REZI","62","3","D"
"Regions Financial Corporation","RF","247","3","C"
"RF Industries, Ltd.","RFIL","152","3","A"
"Reinsurance Group of America, Incorporated","RGA","177","4","A"
"RGC Resources Inc.","RGCO","180","3","B"
"Resources Connection, Inc.","RGP","203","2","A"
"Regis Corporation","RGS","192","3","D"
"RH","RH","192","4","B"
"Robert Half International Inc.","RHI","203","3","B"
"Ryman Hospitality Properties, Inc.","RHP","80","3","F"
"RCI Hospitality Holdings, Inc.","RICK","121","4","B"
"Ricoh Co.","RICOY","240","4","A"
"Bioptix, Inc.","RIOT","75","2","D"
"Raymond James Financial, Inc.","RJF","150","4","B"
"Ralph Lauren Corporation","RL","195","5","A"
"Realogy Holdings Corp.","RLGY","139","3","C"
"RLI Corp.","RLI","141","3","F"
"RLJ Lodging Trust","RLJ","80","3","F"
"Regional Management Corp.","RM","227","4","A"
"REMAX Holdings, Inc.","RMAX","139","4","C"
"ResMed Inc.","RMD","68","3","B"
"Ra Medical Systems, Inc.","RMED","69","3","D"
"The RMR Group Inc.","RMR","139","4","B"
"Rockwell Medical, Inc.","RMTI","68","3","D"
"Ringcentral, Inc.","RNG","56","3","D"
"Ranger Energy Services, Inc.","RNGR","78","4","A"
"RENAULT SA","RNLSY","243","3","C"
"RenaissanceRe Holdings Ltd.","RNR","141","4","F"
"RENISHAW PLC 20","RNSHF","75","3","C"
"Renasant Corporation","RNST","247","5","F"
"Construction Partners, Inc.","ROAD","203","3","B"
"Gibraltar Industries, Inc.","ROCK","203","3","D"
"Rogers Corporation","ROG","144","3","D"
"Retail Opportunity Investments Corp.","ROIC","181","3","C"
"Rockwell Automation, Inc.","ROK","81","3","B"
"Roku, Inc.","ROKU","161","3","D"
"Rollins, Inc.","ROL","81","3","C"
"RBC Bearings Incorporated","ROLL","219","4","C"
"Roper Technologies, Inc.","ROP","219","3","C"
"Ross Stores, Inc.","ROST","231","5","C"
"Royal Mail Plc","ROYMY","206","3","A"
"RealPage, Inc.","RP","126","3","D"
"Retail Properties of America, Inc.","RPAI","181","3","B"
"Thunder Bridge Acquisition, Ltd.","RPAY","191","3","D"
"RPM International Inc.","RPM","183","3","A"
"RPT Realty","RPT","126","4","D"
"Red River Bancshares, Inc.","RRBI","218","4","B"
"Red Robin Gourmet Burgers, Inc.","RRGB","167","3","C"
"Red Rock Resorts, Inc.","RRR","120","4","C"
"Roadrunner Transportation Systems, Inc","RRTS","207","3","A"
"Reliance Steel  Aluminum Co.","RS","144","3","A"
"Republic Services, Inc.","RSG","183","3","B"
"Rosetta Stone","RST","81","2","F"
"RTI Surgical, Inc.","RTIX","69","3","A"
"Rattler Midstream LP","RTLR","81","3","C"
"Rentokil Initial PLC","RTOKY","56","3","B"
"ROTORK PLC","RTOXY","160","3","B"
"Raytheon Technologies Corporation","RTX","211","5","B"
"Sunrun Inc.","RUN","50","3","F"
"Rush Enterprises, Inc.","RUSHA","207","5","B"
"Ruths Hospitality Group, Inc.","RUTH","167","3","F"
"Riverview Bancorp Inc","RVSB","181","3","A"
"RWE AG","RWEOY","76","3","A"
"ReWalk Robotics Ltd","RWLK","69","3","C"
"Redwood Trust, Inc.","RWT","203","4","C"
"Rexnord Corporation","RXN","148","4","B"
"Royal Bank Of Canada","RY","165","4","C"
"Ryanair Holdings PLC","RYAAY","135","5","B"
"Rayonier Advanced Materials Inc.","RYAM","167","2","F"
"RollsRoyce Holdings PLC","RYCEY","211","3","D"
"Ryerson Holding Corporation","RYI","167","3","A"
"Rayonier Inc.","RYN","163","3","F"
"Sabre Corporation","SABR","56","4","D"
"Sachem Capital Corp.","SACH","152","3","C"
"Safehold Inc.","SAFE","203","3","D"
"Sanderson Farms, Inc.","SAFM","144","3","F"
"Safran SA","SAFRY","139","3","B"
"STAGECOACH GRP","SAGKF","206","3","A"
"Sonic Automotive, Inc.","SAH","207","3","B"
"Saia, Inc.","SAIA","207","3","A"
"Science Applications International Corporation","SAIC","81","3","A"
"SailPoint Technologies Holdings, Inc.","SAIL","75","2","C"
"Salisbury Bancorp, Inc.","SAL","219","3","C"
"Scorpio Bulkers Inc.","SALT","69","4","F"
"The Boston Beer Company, Inc.","SAM","167","3","C"
"Silvercrest Asset Management Group Inc.","SAMG","161","3","D"
"Banco Santander, S.A.","SAN","165","3","C"
"Sanmina Corporation","SANM","81","4","A"
"SW Seed Company","SANW","81","2","C"
"SAP SE","SAP","81","3","A"
"Saratoga Investment Corp","SAR","152","3","B"
"Sandy Spring Bancorp, Inc.","SASR","219","4","F"
"EchoStar Corporation","SATS","74","3","D"
"Straumann Holding AG","SAUHF","167","4","F"
"Spirit Airlines, Inc.","SAVE","135","3","D"
"Safe Bulkers, Inc","SB","69","4","C"
"SBA Communications Corporation","SBAC","80","3","C"
"SB ONE BANCORP","SBBX","219","3","B"
"Seacoast Banking Corporation of Florida","SBCF","247","5","F"
"SB Financial Group, Inc.","SBFG","219","3","D"
"Sinclair Broadcast Group, Inc.","SBGI","161","3","D"
"Schneider Electric SE","SBGSY","148","4","A"
"Sally Beauty Holdings, Inc.","SBH","192","4","B"
"SBI Holdings Inc.","SBHGF","150","3","B"
"Star Bulk Carriers Corp.","SBLK","69","3","B"
"Signature Bank","SBNY","219","3","B"
"Sabra Healthcare REIT, Inc.","SBRA","80","3","D"
"Southside Bancshares, Inc.","SBSI","218","4","F"
"Starbucks Corporation","SBUX","167","4","F"
"Santander Consumer USA Holdings Inc.","SC","227","3","C"
"Standard Chartered PLC","SCBFF","165","3","F"
"Societe Generale Group","SCGLY","165","3","D"
"Schnitzer Steel Industries, Inc.","SCHN","167","3","A"
"The Charles Schwab Corporation","SCHW","150","3","B"
"Sands China Ltd.","SCHYY","207","3","D"
"Service Corporation International","SCI","236","4","C"
"Stepan Company","SCL","192","2","D"
"Stellus Capital Investment Corporation","SCM","152","4","C"
"Swisscom AG","SCMWY","72","3","B"
"comScore, Inc.","SCOR","56","1","C"
"SciPlay Corporation","SCPL","120","3","A"
"Scor SE","SCRYY","141","3","A"
"ScanSource, Inc.","SCSC","207","4","B"
"SouthCrest Financial Group Inc.","SCSG","181","2","B"
"Monitronics International, Inc.","SCTY","62","2","A"
"OchZiff Capital Management Group LLC","SCU","161","5","F"
"Shoe Carnival, Inc.","SCVL","195","3","A"
"SecureWorks Corp.","SCWX","81","3","B"
"SmileDirectClub, Inc.","SDC","167","3","D"
"Schrodinger, Inc.","SDGR","69","2","F"
"Superior Drilling Products, Inc.","SDPI","81","3","A"
"Sandvik AB","SDVKY","195","3","A"
"Sodexo SA","SDXAY","56","3","A"
"Sea Limited Sponsored ADR","SE","63","3","D"
"SeaChange International, Inc.","SEAC","67","3","C"
"SeaWorld Entertainment, Inc.","SEAS","121","3","F"
"SolarEdge Technologies, Inc.","SEDG","50","3","B"
"Sealed Air Corporation","SEE","126","3","B"
"SEGRO PLC REIT","SEGXF","80","3","D"
"SEI Investments Company","SEIC","161","3","D"
"Seiko Epson Corp.","SEKEY","240","4","A"
"Select Medical Holdings Corporation","SEM","81","3","B"
"Senseonics Holdings, Inc.","SENS","69","2","F"
"Stora Enso Oyj","SEOAY","152","2","A"
"SuperGroup PLC Unsponsored ADR","SEPGY","195","3","A"
"ServiceMaster Global Holdings, Inc.","SERV","81","3","F"
"ServisFirst Bancshares, Inc.","SFBS","181","3","B"
"Safeguard Scientifics, Inc.","SFE","152","2","F"
"Stitch Fix, Inc.","SFIX","195","3","C"
"Ship Finance International Limited","SFL","69","3","A"
"Simmons First National Corporation","SFNC","247","4","B"
"Southern First Bancshares, Inc.","SFST","247","5","F"
"Softbank Corp.","SFTBY","121","3","C"
"Fang Holdings Limited","SFUN","56","4","C"
"SES S.A.","SGBAF","74","3","C"
"Superior Uniform Group, Inc.","SGC","183","3","A"
"Scientific Games Corp","SGMS","167","4","B"
"Sage Group PLC","SGPYY","126","4","C"
"Surgery Partners, Inc.","SGRY","63","3","A"
"SGS SA","SGSOY","56","2","A"
"Shake Shack, Inc.","SHAK","167","3","F"
"Shore Bancshares Inc","SHBI","219","2","B"
"Sharp Corp.","SHCAY","134","3","A"
"ShinEtsu Chemical Co.","SHECY","192","3","A"
"Shenandoah Telecommunications Co","SHEN","72","3","D"
"Shinhan Financial Group Co Ltd","SHG","165","4","F"
"SINOPEC Shangai Petrochemical Company, Ltd.","SHI","192","5","D"
"Seanergy Maritime Holdings Corp","SHIP","69","3","A"
"Shiloh Industries, Inc.","SHLO","167","3","C"
"Shell Midstream Partners, L.P.","SHLX","81","3","D"
"SCHRODERS PLC","SHNWF","161","3","B"
"Sunstone Hotel Investors, Inc.","SHO","80","3","F"
"Steven Madden, Ltd.","SHOO","235","3","A"
"The SherwinWilliams Company","SHW","183","4","D"
"Showa Denko K.K.","SHWDY","192","2","A"
"Silvergate Capital Corporation","SI","218","3","D"
"SiBone Inc.","SIBN","69","3","F"
"SELECT INT CONC","SIC","240","4","B"
"National Steel Company","SID","167","3","A"
"Siemens AG","SIEGY","207","4","D"
"Sientra, Inc.","SIEN","69","3","F"
"Signet Jewelers Limited","SIG","152","3","A"
"Selective Insurance Group, Inc.","SIGI","141","3","D"
"Silk Road Medical, Inc.","SILK","69","3","D"
"Sirius XM Holdings Inc.","SIRI","161","3","B"
"SITE CENTERS CORP.","SITC","181","3","D"
"SiteOne Landscape Supply, Inc.","SITE","207","4","C"
"SiTime Corporation","SITM","121","3","F"
"SVB Financial Group","SIVB","141","3","D"
"Six Flags Entertainment Corporation New","SIX","121","3","F"
"Shaw Communications Inc.","SJR","126","3","B"
"AB SKF","SKFRY","227","4","A"
"SK Telecom Co., Ltd.","SKM","121","4","B"
"Tanger Factory Outlet Centers, Inc.","SKT","181","4","C"
"Skechers U.S.A., Inc.","SKX","235","3","F"
"Skyline Corporation","SKY","253","5","B"
"SkyWest, Inc.","SKYW","135","5","B"
"Silicon Laboratories, Inc.","SLAB","81","4","C"
"Schlumberger Limited","SLB","78","3","C"
"Select Bancorp, Inc.","SLCT","181","3","B"
"Sun Life Financial Inc.","SLF","177","4","C"
"Standard Life PLC Unsponsored ADR","SLFPY","152","3","F"
"SL Green Realty Corporation","SLG","80","3","C"
"Super League Gaming, Inc.","SLGG","120","1","D"
"Silgan Holdings Inc.","SLGN","50","1","D"
"SLM Corporation","SLM","227","4","A"
"Simulations Plus, Inc.","SLP","81","3","D"
"Solar Capital Ltd.","SLRC","152","3","F"
"Southern Missouri Bancorp, Inc.","SMBC","181","5","C"
"SmartFinancial, Inc.","SMBK","219","3","C"
"Smc Corporation","SMCAY","121","3","C"
"Sharps Compliance Corp","SMED","152","3","F"
"Sumitomo Mitsui Financial Group Inc","SMFG","165","3","B"
"SMURFIT KAPPA","SMFKY","152","5","A"
"The Scotts MiracleGro Company","SMG","81","2","D"
"Smiths Group PLC","SMGZY","75","3","A"
"Summit Midstream Partners, LP","SMLP","81","3","A"
"Semler Scientific Inc.","SMLR","69","4","B"
"Summit Financial Group, Inc.","SMMF","247","4","D"
"Standard Motor Products, Inc.","SMP","229","4","D"
"The Simply Good Foods Company","SMPL","183","4","B"
"Sompo Holdings, Inc.","SMPNY","141","3","A"
"Smith Micro Software, Inc.","SMSI","81","3","C"
"Sims Metal Management Ltd.","SMSMY","183","3","C"
"Semtech Corporation","SMTC","81","3","D"
"SMTC Corporation","SMTX","144","3","A"
"Sleep Number Corporation","SNBR","245","4","A"
"SMART SAND INC","SND","78","3","A"
"Schneider National, Inc.","SNDR","206","3","A"
"Sony Corporation","SNE","134","3","B"
"Smith  Nephew SNATS, Inc.","SNN","68","4","B"
"China Petroleum  Chemical Corporation","SNP","236","5","D"
"Synopsys, Inc.","SNPS","81","2","D"
"New Senior Investment Group Inc.","SNR","126","3","D"
"Synovus Financial Corp.","SNV","247","5","D"
"SYNNEX Corporation","SNX","126","3","A"
"Sony Financial Holdings Inc.","SNYFY","177","3","A"
"Southern Company The","SO","76","3","C"
"Sotherly Hotels Inc.","SOHO","80","3","B"
"SUMITOMO HEAVY","SOHVY","219","3","A"
"Solaris Oilfield Infrastructure, Inc.","SOI","78","3","B"
"Renesola Ltd.","SOL","50","3","A"
"Soliton, Inc.","SOLY","69","2","D"
"Secom Co.","SOMLY","56","3","B"
"SUMITOMO CHEMCL","SOMMY","192","2","A"
"Sonoco Products Company","SON","126","4","B"
"Southern National Bancorp of Virginia, Inc.","SONA","247","3","C"
"Akazoo S.A.","SONG","161","3","B"
"Sonim Technologies, Inc.","SONM","59","3","C"
"Sonos, Inc.","SONO","134","3","F"
"SONOVA HOLDING","SONVY","69","5","B"
"SonoTek Corp.","SOTK","219","3","B"
"SP Plus Corporation","SP","212","5","B"
"Spartan Motors, Inc.","SPAR","165","3","B"
"Virgin Galactic Holdings, Inc.","SPCE","139","3","F"
"South Plains Financial, Inc.","SPFI","247","5","C"
"Simon Property Group, Inc.","SPG","181","4","D"
"SP Global Inc.","SPGI","152","3","B"
"Suburban Propane Partners, L.P.","SPH","125","4","B"
"Spark Energy, Inc.","SPKE","76","1","A"
"Spark New Zealand Ltd.","SPKKY","50","3","A"
"Spirent Communications PLC","SPMYY","67","3","A"
"Superior Energy Services, Inc.","SPN","81","3","A"
"SeaSpine Holdings Corporation","SPNE","69","3","C"
"Sapiens International Corporation N.V.","SPNS","81","3","C"
"Spotify Technology SA","SPOT","75","3","D"
"Sappi Ltd.","SPPJY","152","3","D"
"Spirit Aerosystems Holdings, Inc.","SPR","211","3","F"
"SPS Commerce, Inc.","SPSC","56","2","B"
"Sportsmans Warehouse Holdings, Inc.","SPWH","195","1","B"
"SunPower Corporation","SPWR","50","3","D"
"SPX Corporation","SPXC","229","4","C"
"SPIRAX SARCO","SPXSF","160","4","D"
"Sociedad Quimica y Minera S.A.","SQM","81","3","D"
"Spirit Realty Capital, Inc.","SRC","126","3","D"
"1st Source Corporation","SRCE","236","5","D"
"Stericycle, Inc.","SRCL","183","5","C"
"Surmodics, Inc.","SRDX","68","1","D"
"ServiceSource International, Inc.","SREV","81","3","D"
"Stoneridge, Inc.","SRI","144","3","F"
"Sprague Resources LP","SRLP","125","2","A"
"StarTek, Inc.","SRT","223","3","A"
"SSAB SVENSKT","SSAAY","167","3","B"
"South State Corporation","SSB","247","4","D"
"Simpson Manufacturing Company, Inc.","SSD","203","4","D"
"Shiseido Co.","SSDOY","163","4","B"
"SSE PLC","SSEZY","212","4","A"
"Strata Skin Sciences, Inc.","SSKN","69","3","A"
"Sasol Ltd.","SSL","148","3","B"
"SSC Technologies Holdings, Inc.","SSNC","81","3","C"
"Samsung Electronics Co.","SSNLF","121","2","F"
"Swiss Re Ltd.","SSREY","141","3","D"
"ShotSpotter Inc.","SSTI","75","3","C"
"Sumitomo Corp.","SSUMY","183","4","A"
"Stratasys, Ltd.","SSYS","133","4","F"
"Sensata Technologies Holding N.V.","ST","234","4","C"
"STAAR Surgical Company","STAA","167","3","F"
"Staffing 360 Solutions, Inc.","STAF","203","3","A"
"Stag Industrial, Inc.","STAG","80","3","C"
"iStar Financial Inc.","STAR","203","3","F"
"Extended Stay America, Inc.","STAY","207","2","C"
"ST Bancorp, Inc.","STBA","219","4","F"
"Stewart Information Services Corporation","STC","141","3","B"
"STERIS plc","STE","69","3","B"
"State Auto Financial Corporation","STFC","141","5","D"
"Neuronetics, Inc.","STIM","69","3","F"
"The ONE Group Hospitality, Inc.","STKS","167","3","F"
"Sterling Bancorp","STL","219","5","D"
"Steel Dynamics, Inc.","STLD","167","4","A"
"STMicroelectronics N.V.","STM","50","3","C"
"Stantec Inc.","STN","152","3","D"
"Scorpio Tankers Inc.","STNG","69","1","A"
"STORE Capital Corporation","STOR","181","4","D"
"Sterling Construction Company Inc","STRL","76","3","A"
"Strattec Security Corporation","STRT","165","5","A"
"State Street Corporation","STT","247","3","C"
"STARWOOD PROPERTY TRUST, INC.","STWD","203","3","D"
"Seagate Technology PLC","STX","81","3","A"
"Spirit of Texas Bancshares, Inc.","STXB","247","4","F"
"Stereotaxis Inc.","STXS","69","3","D"
"Constellation Brands Inc","STZ","167","3","C"
"Suncor Energy  Inc.","SU","183","3","B"
"Subsea 7 SA","SUBCY","78","4","B"
"Sun Hung Kai Properties Ltd.","SUHJY","139","3","C"
"Sun Communities, Inc.","SUI","126","3","D"
"Summit Materials, Inc.","SUM","219","3","D"
"Sunoco LP","SUN","125","3","C"
"Solar Senior Capital Ltd.","SUNS","152","3","A"
"Sunworks, Inc.","SUNW","50","3","B"
"SUMCO CORP ADR","SUOPY","50","3","A"
"Superior Industries International, Inc.","SUP","165","3","B"
"Grupo Supervielle S.A.","SUPV","165","2","B"
"Surface Oncology, Inc.","SURF","68","3","D"
"Hospitality Properties Trust","SVC","80","4","B"
"Svenska Cellulosa AB","SVCBY","152","3","D"
"Seven and I Holdings Co.","SVNDY","192","2","A"
"ShockWave Medical, Inc.","SWAV","69","3","F"
"Switch, Inc.","SWCH","75","3","B"
"Sierra Wireless, Inc.","SWIR","59","3","F"
"Stanley Black  Decker, Inc.","SWK","195","4","F"
"Skyworks Solutions, Inc.","SWKS","152","4","C"
"SchweitzerMauduit International, Inc.","SWM","73","3","D"
"Swire Pacific Ltd.","SWRAY","135","3","D"
"SunCoke Energy, Inc.","SXC","63","3","B"
"Standex International Corporation","SXI","219","3","B"
"Stocks.Stock Yards Bancorp, Inc.","SYBT","247","3","C"
"Synchrony Financial","SYF","152","5","C"
"Symrise AG Unsponsored ADR","SYIEY","163","3","D"
"Stryker Corporation","SYK","68","3","B"
"Sykes Enterprises, Incorporated","SYKE","223","4","B"
"Syneos Health, Inc.","SYNH","69","3","C"
"Systemax Inc.","SYX","212","4","A"
"Salzgitter AG","SZGPY","167","3","A"
"SUZUKI MOTOR CP","SZKMY","243","5","A"
"ATT Inc.","T","50","3","B"
"TravelCenters of America LLC","TA","249","4","A"
"TransAlta Corporation","TAC","76","3","A"
"Del Taco Restaurants, Inc.","TACO","167","3","C"
"TransAct Technologies Incorporated","TACT","133","4","B"
"Molson Coors Beverage Company","TAP","167","3","D"
"Carrols Restaurant Group, Inc.","TAST","167","3","D"
"The Bancorp, Inc.","TBBK","219","3","C"
"TrueBlue, Inc.","TBI","203","3","A"
"Triumph Bancorp, Inc.","TBK","247","5","D"
"Territorial Bancorp Inc.","TBNK","219","3","F"
"Texas Capital Bancshares, Inc.","TCBI","218","5","C"
"TriCo Bancshares","TCBK","141","3","B"
"TCF Financial Corporation","TCF","219","5","F"
"The Community Financial Corporation","TCFC","219","3","C"
"Tactile Systems Technology, Inc.","TCMD","69","3","C"
"Taubman Centers, Inc.","TCO","181","3","D"
"Trip.com Group Limited","TCOM","121","3","B"
"TC PipeLines, LP","TCP","81","3","C"
"BLACKROCK TCP CAPITAL CORP.","TCPC","152","4","F"
"THL Credit, Inc.","TCRD","152","3","D"
"Toronto Dominion Bank The","TD","165","4","C"
"Teradata Corporation","TDC","81","3","C"
"Transdigm Group Incorporated","TDG","211","5","D"
"Teladoc Health, Inc.","TDOC","63","3","D"
"Teledyne Technologies Incorporated","TDY","211","3","C"
"Tech Data Corporation","TECD","81","3","A"
"Telefonica SA","TEF","72","3","B"
"TE Connectivity Ltd.","TEL","144","4","A"
"Magellan Petroleum Corporation","TELL","180","3","D"
"Telenor ASA","TELNY","72","2","B"
"Tenneco Inc.","TEN","165","3","D"
"Telecom Argentina Stet  France Telecom S.A.","TEO","50","3","A"
"Teradyne, Inc.","TER","135","3","B"
"TerraForm Power, Inc.","TERP","76","3","F"
"TESSCO Technologies Incorporated","TESS","67","4","A"
"Terex Corporation","TEX","229","3","F"
"Truist Financial Corporation","TFC","247","3","B"
"TFI International Inc.","TFII","206","3","C"
"TFS Financial Corporation","TFSL","181","2","F"
"Teleflex Incorporated","TFX","69","4","F"
"Tecogen Inc.","TGEN","225","4","B"
"Triumph Group, Inc.","TGI","211","5","B"
"Tecnoglass Inc.","TGLS","233","3","B"
"TEGNA Inc.","TGNA","161","3","A"
"Teekay LNG Partners L.P.","TGP","69","3","A"
"Target Corporation","TGT","231","4","B"
"TG Therapeutics, Inc.","TGTX","68","3","F"
"Platinum Eagle Acquisition Corp.","TH","121","3","D"
"Tenet Healthcare Corporation","THC","177","3","C"
"First Financial Corporation Indiana","THFF","236","4","B"
"The Hanover Insurance Group, Inc.","THG","141","3","C"
"Thk Co., Ltd.","THKLY","50","2","D"
"Thor Industries, Inc.","THO","253","4","B"
"Thermon Group Holdings, Inc.","THR","234","3","B"
"Gentherm Inc","THRM","165","4","B"
"Tiffany  Co.","TIF","152","4","B"
"Millicom International Cellular SA","TIGO","121","3","D"
"Telecom Italia S.P.A.","TIIAY","72","3","A"
"Interface, Inc.","TILE","240","4","C"
"Teijin Ltd.","TINLY","195","1","A"
"Team, Inc.","TISI","81","3","B"
"Titan Machinery Inc.","TITN","207","3","A"
"The TJX Companies, Inc.","TJX","231","5","C"
"Telekom Austria AG","TKAGY","72","3","A"
"ThyssenKrupp AG Sponsored ADR","TKAMY","167","3","F"
"Turkcell Iletisim Hizmetleri AS","TKC","121","3","A"
"Tokio Marine Holdings Inc.","TKOMY","141","3","A"
"Timken Company The","TKR","227","4","C"
"TOKUYAMA CORP","TKYMY","192","3","A"
"Talend S.A.","TLND","56","3","D"
"Tailored Brands, Inc.","TLRD","195","2","B"
"TeliaSonera AB","TLSNY","121","3","A"
"Telstra Corp.","TLSYY","72","3","A"
"TELE2 AB ADR","TLTZY","50","3","D"
"Tillys, Inc.","TLYS","195","3","B"
"Toyota Motor Corporation","TM","243","5","B"
"TransMedics Group, Inc.","TMDX","69","3","D"
"Taylor Morrison Home Corporation","TMHC","245","4","C"
"Trend Micro Inc.","TMICY","81","2","C"
"Thermo Fisher Scientific Inc.","TMO","69","4","C"
"Tompkins Financial Corporation","TMP","219","5","D"
"Timken Steel Corporation","TMST","167","3","B"
"TMobile US, Inc.","TMUS","50","4","A"
"Telenav, Inc.","TNAV","50","2","C"
"Tennant Company","TNC","219","5","C"
"Tandem Diabetes Care, Inc.","TNDM","69","3","F"
"TriNet Group, Inc.","TNET","223","3","D"
"Teekay Tankers Ltd.","TNK","69","1","A"
"Tsakos Energy Navigation Ltd","TNP","69","3","A"
"Toll Brothers Inc.","TOL","245","4","D"
"TOPCON CORP","TOPCF","75","3","A"
"Toshiba Corp.","TOSYY","134","3","B"
"TOTAL S.A.","TOT","148","5","D"
"Towne Bank","TOWN","247","3","D"
"Turning Point Brands, Inc.","TPB","73","3","A"
"Tutor Perini Corporation","TPC","76","1","A"
"TRI Pointe Group, Inc.","TPH","245","4","D"
"TPI Composites, Inc.","TPIC","207","3","A"
"Texas Pacific Land Trust","TPL","139","5","D"
"Tapestry, Inc.","TPR","195","5","D"
"TriplePoint Venture Growth BDC Corp.","TPVG","152","3","D"
"Tempur Sealy International, Inc.","TPX","192","5","C"
"Trecora Resources","TREC","192","3","B"
"LendingTree, Inc.","TREE","131","3","C"
"Trex Company, Inc.","TREX","163","3","D"
"Targa Resources, Inc.","TRGP","125","3","A"
"Tabula Rasa Healthcare Inc.","TRHC","69","3","F"
"Thomson Reuters Corp","TRI","75","3","D"
"Trimble Inc.","TRMB","121","3","B"
"Trustmark Corporation","TRMK","247","3","F"
"Trinity Industries, Inc.","TRN","243","5","D"
"Terreno Realty Corporation","TRNO","80","3","D"
"Transcat, Inc.","TRNS","234","2","A"
"T. Rowe Price Group, Inc.","TROW","161","3","B"
"Tronox Limited","TROX","192","3","C"
"TriMas Corporation","TRS","227","4","D"
"TrustCo Bank Corp NY","TRST","219","3","C"
"Triton International Limited","TRTN","243","4","C"
"TPG RE Finance Trust, Inc.","TRTX","139","3","F"
"TransUnion","TRU","152","3","B"
"Terumo Corp.","TRUMY","68","4","B"
"Trupanion, Inc.","TRUP","195","3","C"
"The Travelers Companies, Inc.","TRV","141","3","A"
"Twin River Worldwide Holdings, Inc.","TRWH","121","3","F"
"TransEnterix, Inc.","TRXC","69","2","D"
"Toray Industries Inc.","TRYIY","81","3","B"
"Tenaris S.A.","TS","81","3","B"
"TriState Capital Holdings, Inc.","TSC","219","3","F"
"Tesco PLC","TSCDY","131","3","A"
"Tractor Supply Company","TSCO","192","3","B"
"Trinseo S.A.","TSE","167","3","C"
"Tsingtao Brewery Co.","TSGTY","167","1","C"
"Tesla, Inc.","TSLA","240","2","D"
"TPG Specialty Lending, Inc.","TSLX","131","3","A"
"Tyson Foods, Inc.","TSN","144","4","A"
"Townsquare Media, Inc.","TSQ","161","3","A"
"TIM Participacoes S.A.","TSU","121","3","D"
"Trane Technologies plc","TT","75","5","F"
"TDK Corp.","TTDKY","144","5","A"
"TeleTech Holdings, Inc.","TTEC","75","3","A"
"Tetra Tech, Inc.","TTEK","152","4","A"
"TT Electronics PLC","TTGPF","144","3","C"
"Tetra Technologies, Inc.","TTI","78","2","A"
"Tata Motors Ltd","TTM","243","3","D"
"TTM Technologies, Inc.","TTMI","144","3","B"
"T2 Biosystems, Inc.","TTOO","69","1","F"
"TELUS Corporation","TU","72","3","B"
"Tuesday Morning Corp.","TUES","231","3","A"
"Tufin Software Technologies Ltd.","TUFN","75","2","D"
"TUI AG ADR","TUIFY","121","3","B"
"Mammoth Energy Services, Inc.","TUSK","78","3","D"
"Grupo Televisa S.A.","TV","161","4","B"
"Healthways, Inc.","TVTY","63","3","B"
"Tradeweb Markets Inc.","TW","150","1","F"
"Titan International, Inc.","TWI","223","3","C"
"Twin Disc, Incorporated","TWIN","219","4","A"
